
; <<>> DiG 9.11.2 <<>> @127.0.0.1 -p 1053 example.com axfr
; (1 server found)
;; global options: +cmd
example.com.		600	IN	SOA	mname.example.com. ns.example.com. 1532595392 360000 10000 3600000 3600
example.com.		600	IN	NS	www.example.com.
00000000000001e0.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
00000000000001e1.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
00000000000001e2.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
00000000000001e3.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
00000000000001e4.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
00000000000001e5.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
00000000000001e6.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
00000000000001e7.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
00000000000001e8.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
00000000000001e9.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
00000000000001ea.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
00000000000001eb.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
00000000000001ec.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
00000000000001ed.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
00000000000001ee.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
00000000000001ef.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
00000000000001f0.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
